486,533,530,725,400,8
485,532,531,725,401,8
485,533,530,725,400,8
486,534,530,724,400,8
486,533,531,725,400,8
486,533,531,726,400,8
485,533,530,726,400,8
486,534,531,725,402,8
487,533,531,724,400,8
487,533,531,725,400,8
486,534,529,725,401,8
485,533,530,724,401,8
488,532,530,724,400,8
486,533,530,724,400,8
487,535,532,723,402,8
487,533,531,721,401,8
488,534,532,721,403,8
488,534,530,721,404,8
487,534,532,719,402,8
489,534,532,721,403,8
487,534,531,721,402,8
488,533,533,720,405,8
487,534,532,720,403,8
489,533,531,721,404,8
487,535,531,720,404,8
487,533,532,720,403,8
489,533,531,723,403,8
488,534,531,720,402,8
489,535,532,722,405,8
487,533,532,720,403,8
489,532,532,721,403,8
488,536,531,720,403,8
487,533,532,720,403,8
490,534,532,721,403,8
488,534,531,721,401,8
489,535,532,722,405,8
489,534,533,722,403,8
489,534,532,723,403,8
488,535,532,722,403,8
489,533,532,722,403,8
489,534,532,722,404,8
489,534,532,723,401,8
489,536,532,722,405,8
489,533,532,722,402,8
489,533,532,722,404,8
488,534,533,723,404,8
488,534,531,721,403,8
490,535,533,723,403,8
489,534,532,723,402,8
489,535,531,722,403,8
489,533,533,722,402,8
490,534,531,722,403,8
489,534,532,723,402,8
490,534,532,722,402,8
490,535,533,723,403,8
490,533,532,723,402,8
489,536,533,722,404,8
489,534,533,724,402,8
490,534,532,723,401,8
488,534,532,723,402,8
490,534,532,722,402,8
489,534,534,723,403,8
490,533,532,722,402,8
489,534,533,722,403,8
490,534,532,723,402,8
488,533,533,722,401,8
490,534,531,723,402,8
488,534,532,722,401,8
491,533,533,723,402,8
490,534,532,724,401,8
488,535,532,723,403,8
491,534,533,723,402,8
490,534,533,723,400,8
491,534,532,723,402,8
489,534,532,722,401,8
491,534,533,723,402,8
489,536,533,723,401,8
489,534,532,723,402,8
491,535,533,723,401,8
491,533,533,724,399,8
490,535,532,723,403,8
489,533,533,724,400,8
491,535,534,724,403,8
490,535,533,723,401,8
489,535,533,723,403,8
490,535,533,722,402,8
490,533,532,722,401,8
489,537,533,723,403,8
490,534,533,722,402,8
491,535,534,722,404,8
491,534,533,723,402,8
490,536,533,722,404,8
490,534,534,723,403,8
491,534,533,723,402,8
490,535,534,722,403,8
491,534,533,723,403,8
491,535,533,722,403,8
491,534,533,723,402,8
490,535,533,722,403,8
491,534,535,722,402,8
491,534,533,723,402,8
490,535,533,723,404,8
491,535,534,723,403,8
492,535,533,723,403,8
491,534,533,724,402,8
490,535,533,722,403,8
492,534,534,723,401,8
491,535,533,723,401,8
491,535,534,723,404,8
491,535,533,724,403,8
491,534,534,723,403,8
491,535,532,724,403,8
489,534,534,724,403,8
491,533,533,723,402,8
491,535,534,723,401,8
490,536,533,723,404,8
490,535,533,722,402,8
491,535,534,723,401,8
492,536,533,723,402,8
489,536,533,722,402,8
492,534,533,724,402,8
491,534,533,723,401,8
491,535,534,724,404,8
489,536,534,722,402,8
492,534,534,723,403,8
492,535,533,724,402,8
491,534,534,724,402,8
492,535,533,722,402,8
491,534,533,722,400,8
491,535,534,723,405,8
490,536,534,723,401,8
492,534,534,723,402,8
491,535,533,723,402,8
491,535,533,723,402,8
491,535,534,722,402,8
492,534,535,723,401,8
492,536,533,723,404,8
490,536,535,722,402,8
492,534,533,723,403,8
492,536,534,724,401,8
491,535,533,723,402,8
492,535,535,722,402,8
492,534,535,723,401,8
491,537,533,723,403,8
491,535,534,723,402,8
491,536,533,722,403,8
491,536,533,724,401,8
492,534,534,724,402,8
492,536,535,722,402,8
493,534,533,723,401,8
492,536,535,723,403,8
491,535,534,723,402,8
492,535,534,721,401,8
493,535,533,724,402,8
492,537,534,722,402,8
493,535,535,722,402,8
492,535,533,722,401,8
491,536,534,724,402,8
492,535,533,723,402,8
492,535,534,722,401,8
494,535,534,723,401,8
490,536,534,723,402,8
492,536,534,723,403,8
493,535,533,723,401,8
492,536,534,724,401,8
491,536,535,722,402,8
492,534,534,723,400,8
492,536,532,723,402,8
491,536,533,722,402,8
493,535,535,723,402,8
492,535,534,723,401,8
492,535,534,723,403,8
492,535,534,722,403,8
493,534,534,723,399,8
492,537,533,723,402,8
491,535,535,723,401,8
494,536,534,723,402,8
492,534,534,723,400,8
493,536,534,723,402,8
491,536,535,722,401,8
492,535,533,722,401,8
493,538,534,723,402,8
492,535,534,723,400,8
493,536,535,723,401,8
493,535,534,724,400,8
493,538,534,723,401,8
492,535,536,724,400,8
493,535,534,723,399,8
494,536,535,723,401,8
493,536,534,723,401,8
493,536,535,722,401,8
493,536,534,723,400,8
492,536,535,723,401,8
494,534,536,723,401,8
493,536,533,723,400,8
493,537,534,723,401,8
494,537,534,723,401,8
493,535,537,723,401,8
494,537,534,723,400,8
491,537,536,722,400,8
493,535,534,723,400,8
493,536,534,724,399,8
494,536,535,724,402,8
493,537,535,723,401,8
