426,505,486,485,262,0
470,540,552,567,273,0
435,504,501,471,315,0
438,510,513,506,279,0
436,508,494,500,261,0
442,512,503,485,326,0
446,505,509,507,251,0
438,515,483,493,265,0
440,520,522,512,268,0
475,523,531,528,260,0
434,512,475,489,261,0
456,538,538,547,269,0
435,506,491,491,295,0
428,507,491,487,263,0
466,512,508,504,251,0
478,570,576,539,273,0
441,513,494,512,265,0
432,511,488,490,265,0
440,510,502,480,328,0
449,496,493,477,337,0
467,537,550,558,279,0
439,499,493,469,316,0
433,512,492,489,260,0
442,511,503,483,322,0
477,517,526,516,279,0
444,515,495,511,266,0
442,499,477,481,251,0
479,540,525,541,256,0
443,501,504,504,248,0
444,496,496,474,320,0
433,504,500,469,310,0
461,535,531,549,272,0
431,504,479,493,280,0
476,554,544,561,266,0
443,493,492,471,295,0
439,497,491,468,310,0
440,507,501,482,336,0
447,535,551,553,263,0
439,516,512,503,256,0
437,498,495,483,313,0
436,498,496,482,303,0
430,501,485,495,289,0
444,502,497,473,321,0
446,502,507,506,250,0
467,537,547,565,273,0
471,523,477,488,250,0
443,516,497,510,265,0
438,498,496,483,308,0
435,508,491,499,261,0
447,504,507,506,254,0
427,506,475,487,266,0
436,498,496,483,304,0
468,515,477,478,253,0
448,518,494,509,258,0
466,517,483,481,251,0
441,510,503,481,329,0
436,507,478,489,290,0
443,517,507,485,298,0
451,529,538,549,256,0
474,544,562,569,274,0
434,512,478,488,260,0
435,494,491,465,305,0
445,504,506,506,251,0
440,511,493,507,284,0
467,516,469,482,250,0
441,511,503,482,321,0
437,512,515,506,257,0
488,527,506,528,247,0
464,532,561,559,280,0
444,502,503,505,249,0
455,538,532,550,270,0
443,518,510,486,289,0
481,547,551,551,267,0
436,507,499,496,268,0
467,544,535,554,270,0
437,497,494,482,314,0
429,507,494,486,261,0
454,539,535,549,271,0
436,514,493,490,263,0
443,514,504,485,327,0
428,508,496,487,265,0
435,507,503,472,318,0
438,508,495,499,261,0
443,517,508,486,287,0
453,526,529,521,261,0
442,510,503,482,323,0
446,519,506,486,306,0
441,510,501,481,328,0
436,509,488,500,261,0
438,508,502,482,336,0
467,516,469,478,251,0
434,511,478,489,264,0
445,509,506,485,315,0
438,515,498,491,265,0
457,537,548,546,270,0
436,515,493,491,265,0
445,505,481,480,251,0
436,514,480,492,267,0
456,532,533,545,275,0
436,507,483,494,275,0
444,495,493,471,304,0
441,499,502,503,240,0
465,518,488,480,251,0
442,515,496,510,266,0
443,511,503,483,320,0
426,500,493,495,302,0
442,515,515,512,265,0
433,504,500,468,310,0
442,512,503,485,326,0
472,546,561,574,270,0
442,500,502,504,246,0
